firstName,regionOrigin,countryOriginAlt,subRegionOrigin,countryOrigin,countriesOriginTop
michele,Europe,FR,Southern Europe,IT,"IT,FR,CH,CM,BE,AT,ZA,NL,LB,DK"
graeme,Europe,ZA,Northern Europe,GB,"GB,ZA,BW,IE,KE,LR,NA,NL,CF,CM"
dianne,Europe,GB,Western Europe,NL,"NL,GB,CM,DK,BE,KE,FR,IE,CH,BF"
jo-anne,Europe,GB,Western Europe,NL,"NL,GB,NO,IE,DK,NA,ZA,FR,CM,KE"
murray,Europe,TM,Northern Europe,GB,"GB,TM,AZ,TR,IE,UZ,ZA,KZ,KE,IL"
darrin,Europe,IE,Northern Europe,GB,"GB,IE,KH,HR,BG,RO,NL,UZ,IL,CH"
maree,Europe,IL,Western Europe,NL,"NL,IL,ZA,NA,GB,EE,FR,IE,CH,LR"
darryl,Europe,IE,Northern Europe,GB,"GB,IE,ZA,BY,KE,IL,KZ,NL,UA,CM"
sonya,Europe,UA,Eastern Europe,BG,"BG,UA,AZ,AM,IL,KH,NA,ZA,ID,IN"
lynette,Africa,GB,Middle Africa,CM,"CM,GB,NL,FR,ZA,DK,KE,NA,BE,IE"
guy,Europe,FR,Western Europe,BE,"BE,FR,IL,CM,CI,CF,GB,MG,CH,TM"
bernadette,Europe,CM,Western Europe,FR,"FR,CM,CH,NL,DK,BF,BE,DE,NO,SE"
giuseppe,Europe,CH,Southern Europe,IT,"IT,CH,FR,DK,BE,GE,IL,CM,CF,NL"
ann,Europe,NO,Northern Europe,SE,"SE,NO,DE,DK,IE,GB,BE,EE,IS,IL"
dennis,Africa,NL,Eastern Africa,KE,"KE,NL,CY,DK,RU,IE,GB,LR,DE,BE"
diane,Africa,GB,Middle Africa,CM,"CM,GB,BE,GE,NL,FR,BF,CH,CI,KE"
judith,Africa,NL,Eastern Africa,KE,"KE,NL,CH,GB,CM,TZ,IE,AT,HU,DE"
roger,Europe,FR,Western Europe,CH,"CH,FR,NO,CM,SE,BE,LB,NL,GB,TD"
donald,Europe,NL,Northern Europe,GB,"GB,NL,IE,CM,KE,BW,TZ,CH,DE,NA"
keith,Europe,BW,Northern Europe,GB,"GB,BW,IE,KE,KH,LK,EE,LR,ZA,MY"
denise,Europe,CH,Western Europe,FR,"FR,CH,IE,NL,CM,GB,BE,DK,TR,KE"
barbara,Europe,PL,Eastern Europe,CZ,"CZ,PL,SI,AT,HU,IL,CH,GE,IT,NL"
unnamed,Africa,TJ,Northern Africa,LY,"LY,TJ,SA,EG,AZ,OM,UZ,QA,SY,AF"
carol,Europe,KE,Northern Europe,GB,"GB,KE,IE,CM,CH,LB,NL,IL,BE,SE"
rhonda,Europe,ZA,Northern Europe,GB,"GB,ZA,NL,NA,IE,KE,TZ,ID,IL,GE"
antonio,Europe,IT,Southern Europe,HR,"HR,IT,BG,CH,LB,MK,MG,ID,CY,GE"
lynda,Europe,ZA,Northern Europe,GB,"GB,ZA,IE,KE,NA,NL,CM,IL,KH,MY"
therese,Africa,FR,Middle Africa,CM,"CM,FR,SE,CH,NO,BF,IE,ZA,NL,CI"
leslie,Europe,CM,Northern Europe,GB,"GB,CM,ZA,FR,BE,NL,IL,IE,BW,NA"
ruth,Europe,LR,Western Europe,CH,"CH,LR,KE,GB,IE,NL,NO,DE,NA,TZ"
warwick,Europe,KE,Northern Europe,GB,"GB,KE,NL,IE,BE,TZ,ZA,NA,MY,CH"
frank,Europe,NL,Western Europe,DE,"DE,NL,BE,DK,IE,TZ,CH,NO,CM,KE"
gordon,Europe,KE,Northern Europe,GB,"GB,KE,IL,MK,HR,UZ,GE,RS,RS,BG"
roslyn,Europe,MY,Northern Europe,GB,"GB,MY,IE,KE,IL,BN,LR,ID,NA,ZA"
lesley,Europe,ZA,Northern Europe,GB,"GB,ZA,NA,NL,IE,BW,BE,KE,IL,CM"
lorraine,Europe,FR,Northern Europe,GB,"GB,FR,IE,CM,ZA,KE,NA,BE,BW,CH"
gerard,Europe,NL,Western Europe,FR,"FR,NL,AT,IE,CM,BE,DE,CH,GB,LB"
pauline,Europe,CM,Western Europe,FR,"FR,CM,BE,KE,CH,NL,IE,GB,BF,NA"
bernard,Europe,DE,Western Europe,FR,"FR,DE,KE,CM,IE,CH,NL,AT,BE,GB"
gail,Europe,IL,Northern Europe,GB,"GB,IL,GE,AZ,IE,UZ,ZA,BG,RU,MD"
colleen,Europe,GB,Northern Europe,IE,"IE,GB,NL,KE,ZA,BE,NA,TW,FR,IL"
daryl,Europe,BY,Northern Europe,GB,"GB,BY,KZ,UA,IE,ZA,UZ,CM,RU,IL"
janet,Europe,KE,Northern Europe,GB,"GB,KE,NL,IE,EE,LR,DK,SE,NA,KZ"
rosemary,Europe,KE,Northern Europe,IE,"IE,KE,GB,LR,TZ,IL,MG,CM,NA,NL"
cathy,Europe,GB,Northern Europe,IE,"IE,GB,KE,BE,CM,LR,FR,TW,CH,NA"
frances,Europe,GB,Northern Europe,IE,"IE,GB,NL,CM,LR,FR,NA,KE,DE,BE"
marie,Europe,CZ,Western Europe,FR,"FR,CZ,NL,CH,CM,BE,SE,IE,MG,IL"
pamela,Europe,GB,Southern Europe,IT,"IT,GB,BG,KE,GE,ZA,CH,NA,IL,IE"
lynne,Europe,KE,Northern Europe,GB,"GB,KE,IE,NL,ZA,BE,DK,CM,NA,LB"
noel,Europe,FR,Northern Europe,IE,"IE,FR,CM,TZ,MG,BF,CH,BE,CI,TD"
yvonne,Europe,FR,Western Europe,NL,"NL,FR,CH,CM,BE,GB,KE,SE,CF,IL"
terrence,Europe,LR,Northern Europe,IE,"IE,LR,KE,GB,ZA,NA,BW,CM,TW,FR"
terence,Europe,KE,Northern Europe,IE,"IE,KE,GB,LR,NA,CM,ZA,HU,BW,FR"
jenny,Europe,NL,Northern Europe,SE,"SE,NL,GB,DK,TW,BE,IE,NA,IL,ID"
brenda,Europe,NL,Northern Europe,IE,"IE,NL,ZA,KE,GB,NA,CZ,IL,CM,BE"
jeanette,Europe,DK,Western Europe,FR,"FR,DK,CM,NL,CH,GB,BE,MG,IE,CI"
neville,Africa,CM,Southern Africa,ZA,"ZA,CM,GB,NA,FR,CH,LB,DK,NL,LK"
kay,Asia,KH,South-Eastern Asia,MM,"MM,KH,GB,BW,TW,TR,BG,AZ,NL,MY"
bryan,Europe,IE,Northern Europe,GB,"GB,IE,NL,KE,TW,BG,ID,FR,MY,ZA"
janice,Africa,GB,Eastern Africa,KE,"KE,GB,NL,IE,LR,FR,CZ,CH,CM,NA"
jeffery,Africa,GB,Western Africa,LR,"LR,GB,NL,KE,TW,ID,IE,BE,MG,IL"
virginia,Europe,RO,Eastern Europe,MD,"MD,RO,BG,IT,NA,KE,LT,UA,BE,GE"
kelvin,Africa,LR,Eastern Africa,KE,"KE,LR,GB,NL,TW,TZ,MY,AZ,EE,NA"
susanne,Europe,CH,Northern Europe,DK,"DK,CH,NL,IE,AT,GB,SE,KE,DE,NO"
maureen,Africa,IE,Eastern Africa,KE,"KE,IE,NL,GB,BE,FR,IL,NA,ZA,LB"
norman,Asia,BN,South-Eastern Asia,MY,"MY,BN,ID,IL,GE,GB,AM,AZ,ZA,IE"
janette,Europe,GB,Northern Europe,DK,"DK,GB,NL,IE,KE,NO,FR,SE,CM,CH"
sharyn,Asia,GB,Central Asia,KZ,"KZ,GB,IL,MY,ZA,UZ,TW,NA,AZ,KE"
francis,Africa,FR,Eastern Africa,KE,"KE,FR,IE,CM,BE,LR,NL,CH,TZ,GB"
lance,Africa,LR,Middle Africa,CM,"CM,LR,FR,GB,ZA,KE,NA,CI,IE,MG"
glenda,Europe,ZA,Northern Europe,GB,"GB,ZA,NL,NA,IE,BE,SE,IL,NO,KE"
leonard,Europe,NL,Western Europe,FR,"FR,NL,CM,KE,DE,IL,BE,IE,GB,NA"
jan,Europe,CZ,Eastern Europe,SK,"SK,CZ,NL,SI,RS,RS,SE,DK,NO,EE"
shirley,Asia,GB,Western Asia,IL,"IL,GB,TW,NA,ZA,MY,NL,KE,LK,BN"
beverley,Europe,NA,Northern Europe,GB,"GB,NA,ZA,KE,IL,IE,NL,LR,TW,FR"
lindsay,Europe,ZA,Northern Europe,GB,"GB,ZA,NL,KH,BE,NA,LR,IL,TW,IE"
allen,Europe,IE,Northern Europe,GB,"GB,IE,NL,KE,IL,DK,TW,LR,AM,NA"
grahame,Europe,CI,Northern Europe,GB,"GB,CI,BW,KE,ZA,TZ,LR,GE,IE,FJ"
antony,Africa,LB,Eastern Africa,KE,"KE,LB,GB,FR,IE,RU,BG,NL,ID,SE"
carmel,Africa,IE,Middle Africa,CM,"CM,IE,IL,FR,RO,LB,GB,CH,NL,TD"
perry,Asia,NL,Western Asia,IL,"IL,NL,GB,LR,KE,TW,IE,SE,FR,NA"
frederick,Africa,BE,Eastern Africa,KE,"KE,BE,IE,NL,FR,CH,GB,CM,TZ,SE"
jill,Europe,NL,Northern Europe,GB,"GB,NL,TW,SE,IE,BE,NO,DK,KE,CH"
larry,Europe,IL,Northern Europe,GB,"GB,IL,IE,NL,LR,MG,SE,KE,DK,CM"
lynn,Europe,MM,Northern Europe,GB,"GB,MM,BE,KE,TW,MY,IE,NL,ZA,KH"
sue,Europe,TW,Northern Europe,GB,"GB,TW,KR,MY,MM,JP,CH,ZA,BN,NL"
joy,Africa,NL,Eastern Africa,KE,"KE,NL,GB,LR,BD,NA,LB,TW,BN,BE"
victor,Europe,RU,Eastern Europe,MD,"MD,RU,UA,IL,BG,LR,KE,FR,RO,CM"
lawrence,Africa,KE,Western Africa,LR,"LR,KE,IE,GB,CM,BW,ZA,NA,FR,BE"
irene,Europe,CH,Western Europe,NL,"NL,CH,KE,CM,IL,NO,DK,FR,GB,BE"
dorothy,Africa,GB,Eastern Africa,KE,"KE,GB,IE,LR,IL,KH,BE,CM,NA,HU"
joan,Europe,KE,Northern Europe,GB,"GB,KE,IE,NL,DK,BE,SE,LR,FR,TW"
marilyn,Europe,IE,Northern Europe,GB,"GB,IE,NL,EE,IL,KE,LR,FR,NA,ZA"
laurence,Europe,CM,Western Europe,FR,"FR,CM,BE,IE,GB,CH,KE,MG,CI,BF"
marion,Europe,NL,Western Europe,FR,"FR,NL,GE,GB,MD,IE,CH,AT,RO,IL"
desmond,Europe,CM,Northern Europe,IE,"IE,CM,NL,FR,GB,NA,KE,ID,BE,ZA"
sheryl,Europe,IL,Northern Europe,GB,"GB,IL,TW,UZ,KE,MY,ZA,NA,AE,BN"
jillian,Europe,NL,Northern Europe,GB,"GB,NL,TW,IE,KE,DK,SE,BE,BG,DE"
robin,Europe,GB,Western Europe,NL,"NL,GB,SE,CH,BE,EE,CZ,FR,DE,NO"
elaine,Europe,GB,Northern Europe,IE,"IE,GB,IL,NA,CM,FR,KE,NL,ZA,GE"
denis,Europe,UA,Eastern Europe,RU,"RU,UA,HR,BG,LV,IE,FR,KE,MD,CY"
gayle,Europe,ZA,Northern Europe,GB,"GB,ZA,IL,IE,FR,AM,CM,NA,LR,BW"
roy,Europe,GB,Western Europe,NL,"NL,GB,KH,IL,NO,ID,KE,LB,BN,MY"
howard,Europe,IE,Northern Europe,GB,"GB,IE,TW,DE,KE,AM,NA,NL,IL,LB"
darrell,Europe,IE,Northern Europe,GB,"GB,IE,ZA,LR,IL,CM,NL,KE,NA,IS"
maxine,Europe,GB,Western Europe,FR,"FR,GB,NL,CM,BE,DE,CH,KE,AT,IL"
reginald,Europe,NL,Western Europe,AT,"AT,NL,GB,DE,KE,CM,CH,TZ,IE,FR"
dawn,Europe,MM,Northern Europe,GB,"GB,MM,ZA,IE,IL,TW,NA,KR,KE,MY"
stillborn,Europe,SE,Northern Europe,NO,"NO,SE,DE,BG,DK,IS,BE,KH,NL,NA"
june,Asia,GB,Eastern Asia,KR,"KR,GB,TW,NO,KE,DK,NA,IE,CM,MY"
stanley,Africa,GB,Eastern Africa,KE,"KE,GB,NA,LR,ZA,BG,IL,NL,RU,TZ"
valerie,Europe,MD,Western Europe,FR,"FR,MD,CM,BE,IL,CZ,CH,MG,GE,GB"
harold,Europe,GB,Western Europe,NL,"NL,GB,AT,DE,IE,KE,IL,NA,TZ,NO"
gloria,Africa,BG,Eastern Africa,TZ,"TZ,BG,IT,KE,IL,NA,GB,RO,LR,MD"
ralph,Europe,CH,Western Europe,DE,"DE,CH,LB,NL,GB,AT,IE,IL,MG,LR"
kaye,Africa,MM,Western Africa,BF,"BF,MM,TD,GB,CI,LR,NE,BW,ET,NA"
fay,Asia,UZ,Western Asia,AZ,"AZ,UZ,ET,IL,GB,MY,SA,TW,LR,LB"
maurice,Europe,CM,Western Europe,FR,"FR,CM,KE,IE,CH,NL,BE,LB,IT,GB"
jean,Europe,MG,Western Europe,FR,"FR,MG,BE,LB,CI,CM,CF,CH,GB,NL"
